episode,winner,reward_0,reward_1,epsilon_0,epsilon_1
84,1,-0.013,0.988,0.656355,0.656355
85,0,0.989,-0.011,0.653073,0.653073
86,0,0.991,-0.009,0.649808,0.649808
87,0,0.991,-0.009,0.646559,0.646559
88,0,0.985,-0.015,0.643326,0.643326
89,1,-0.008,0.993,0.640109,0.640109
90,1,-0.011,0.99,0.636909,0.636909
91,1,-0.013,0.988,0.633724,0.633724
92,1,-0.013,0.988,0.630556,0.630556
93,0,0.987,-0.013,0.627403,0.627403
94,0,0.987,-0.013,0.624266,0.624266
95,1,-0.011,0.99,0.621145,0.621145
96,1,-0.014,0.987,0.618039,0.618039
97,0,0.987,-0.013,0.614949,0.614949
98,0,0.988,-0.012,0.611874,0.611874
99,0,0.988,-0.012,0.608815,0.608815
100,1,-0.013,0.988,0.60577,0.60577
101,0,0.996,-0.004,0.602742,0.602742
102,1,-0.016,0.985,0.599728,0.599728
103,0,0.987,-0.013,0.596729,0.596729
104,0,0.992,-0.008,0.593746,0.593746
105,1,-0.012,0.989,0.590777,0.590777
106,1,-0.014,0.987,0.587823,0.587823
107,1,-0.014,0.987,0.584884,0.584884
108,1,-0.009,0.992,0.581959,0.581959
109,0,0.988,-0.012,0.57905,0.57905
110,1,-0.007,0.994,0.576154,0.576154
111,0,0.989,-0.011,0.573274,0.573274
112,0,0.988,-0.012,0.570407,0.570407
113,0,0.987,-0.013,0.567555,0.567555
114,1,-0.01,0.991,0.564717,0.564717
115,1,-0.013,0.988,0.561894,0.561894
116,1,-0.008,0.993,0.559084,0.559084
117,1,-0.008,0.993,0.556289,0.556289
118,0,0.988,-0.012,0.553508,0.553508
119,1,-0.013,0.988,0.55074,0.55074
120,0,0.991,-0.009,0.547986,0.547986
121,0,0.989,-0.011,0.545246,0.545246
122,0,0.988,-0.012,0.54252,0.54252
123,1,-0.009,0.992,0.539808,0.539808
124,0,0.991,-0.009,0.537108,0.537108
125,0,0.989,-0.011,0.534423,0.534423
126,0,0.989,-0.011,0.531751,0.531751
127,0,0.989,-0.011,0.529092,0.529092
128,1,-0.012,0.989,0.526447,0.526447
129,1,-0.015,0.986,0.523814,0.523814
130,0,0.985,-0.015,0.521195,0.521195
131,0,0.986,-0.014,0.518589,0.518589
132,0,0.994,-0.006,0.515996,0.515996
133,0,0.986,-0.014,0.513416,0.513416
134,0,0.987,-0.013,0.510849,0.510849
135,0,0.989,-0.011,0.508295,0.508295
136,1,-0.016,0.985,0.505754,0.505754
137,1,-0.015,0.986,0.503225,0.503225
138,0,0.99,-0.01,0.500709,0.500709
139,0,0.991,-0.009,0.498205,0.498205
140,1,-0.007,0.994,0.495714,0.495714
141,0,0.99,-0.01,0.493236,0.493236
142,1,-0.015,0.986,0.490769,0.490769
143,0,0.995,-0.005,0.488316,0.488316
144,0,0.988,-0.012,0.485874,0.485874
145,0,0.992,-0.008,0.483445,0.483445
146,0,0.992,-0.008,0.481027,0.481027
147,1,-0.006,0.995,0.478622,0.478622
148,1,-0.014,0.987,0.476229,0.476229
149,0,0.993,-0.007,0.473848,0.473848
150,1,-0.013,0.988,0.471479,0.471479
151,0,0.987,-0.013,0.469121,0.469121
152,0,0.986,-0.014,0.466776,0.466776
153,1,-0.01,0.991,0.464442,0.464442
154,1,-0.015,0.986,0.46212,0.46212
155,0,0.994,-0.006,0.459809,0.459809
156,1,-0.015,0.986,0.45751,0.45751
157,0,0.991,-0.009,0.455222,0.455222
158,0,0.985,-0.015,0.452946,0.452946
159,1,-0.011,0.99,0.450682,0.450682
160,1,-0.011,0.99,0.448428,0.448428
161,0,0.985,-0.015,0.446186,0.446186
162,1,-0.011,0.99,0.443955,0.443955
163,0,0.99,-0.01,0.441735,0.441735
164,1,-0.016,0.985,0.439527,0.439527
165,0,0.989,-0.011,0.437329,0.437329
166,0,0.991,-0.009,0.435142,0.435142
167,0,0.989,-0.011,0.432967,0.432967
168,1,-0.01,0.991,0.430802,0.430802
169,0,0.987,-0.013,0.428648,0.428648
170,0,0.989,-0.011,0.426505,0.426505
171,0,0.989,-0.011,0.424372,0.424372
172,1,-0.012,0.989,0.42225,0.42225
173,1,-0.014,0.987,0.420139,0.420139
174,1,-0.012,0.989,0.418038,0.418038
175,1,-0.011,0.99,0.415948,0.415948
176,1,-0.013,0.988,0.413868,0.413868
177,0,0.993,-0.007,0.411799,0.411799
178,0,0.986,-0.014,0.40974,0.40974
179,0,0.987,-0.013,0.407691,0.407691
180,0,0.991,-0.009,0.405653,0.405653
181,0,0.989,-0.011,0.403625,0.403625
182,1,-0.014,0.987,0.401606,0.401606
183,1,-0.011,0.99,0.399598,0.399598
184,1,-0.01,0.991,0.3976,0.3976
185,1,-0.01,0.991,0.395612,0.395612
186,0,0.991,-0.009,0.393634,0.393634
187,0,0.987,-0.013,0.391666,0.391666
188,1,-0.017,0.984,0.389708,0.389708
189,1,-0.008,0.993,0.387759,0.387759
190,1,-0.009,0.992,0.385821,0.385821
191,1,-0.009,0.992,0.383891,0.383891
192,1,-0.013,0.988,0.381972,0.381972
193,1,-0.004,0.997,0.380062,0.380062
194,1,-0.015,0.986,0.378162,0.378162
195,1,-0.013,0.988,0.376271,0.376271
196,1,-0.013,0.988,0.37439,0.37439
197,1,-0.014,0.987,0.372518,0.372518
198,1,-0.012,0.989,0.370655,0.370655
199,1,-0.017,0.984,0.368802,0.368802
200,1,-0.012,0.989,0.366958,0.366958
201,1,-0.014,0.987,0.365123,0.365123
202,1,-0.014,0.987,0.363297,0.363297
203,0,0.987,-0.013,0.361481,0.361481
204,0,0.988,-0.012,0.359674,0.359674
205,1,-0.012,0.989,0.357875,0.357875
206,1,-0.014,0.987,0.356086,0.356086
207,0,0.989,-0.011,0.354305,0.354305
208,0,0.985,-0.015,0.352534,0.352534
209,0,0.988,-0.012,0.350771,0.350771
210,1,-0.013,0.988,0.349017,0.349017
211,0,0.995,-0.005,0.347272,0.347272
212,1,-0.013,0.988,0.345536,0.345536
213,0,0.988,-0.012,0.343808,0.343808
214,1,-0.016,0.985,0.342089,0.342089
215,1,-0.013,0.988,0.340379,0.340379
216,1,-0.015,0.986,0.338677,0.338677
217,1,-0.016,0.985,0.336983,0.336983
218,0,0.989,-0.011,0.335298,0.335298
219,0,0.988,-0.012,0.333622,0.333622
220,1,-0.01,0.991,0.331954,0.331954
221,1,-0.008,0.993,0.330294,0.330294
222,0,0.987,-0.013,0.328643,0.328643
223,1,-0.014,0.987,0.326999,0.326999
224,0,0.989,-0.011,0.325364,0.325364
225,1,-0.01,0.991,0.323738,0.323738
226,1,-0.016,0.985,0.322119,0.322119
227,0,0.985,-0.015,0.320508,0.320508
228,1,-0.015,0.986,0.318906,0.318906
229,1,-0.013,0.988,0.317311,0.317311
230,0,0.984,-0.016,0.315725,0.315725
231,0,0.986,-0.014,0.314146,0.314146
232,1,-0.012,0.989,0.312575,0.312575
233,1,-0.014,0.987,0.311012,0.311012
234,1,-0.013,0.988,0.309457,0.309457
235,1,-0.016,0.985,0.30791,0.30791
236,0,0.985,-0.015,0.306371,0.306371
237,1,-0.014,0.987,0.304839,0.304839
238,0,0.987,-0.013,0.303315,0.303315
239,0,0.986,-0.014,0.301798,0.301798
240,1,-0.016,0.985,0.300289,0.300289
241,1,-0.016,0.985,0.298788,0.298788
242,1,-0.015,0.986,0.297294,0.297294
243,1,-0.015,0.986,0.295807,0.295807
244,0,0.988,-0.012,0.294328,0.294328
245,0,0.988,-0.012,0.292856,0.292856
246,0,0.988,-0.012,0.291392,0.291392
247,0,0.994,-0.006,0.289935,0.289935
248,1,-0.016,0.985,0.288486,0.288486
249,1,-0.008,0.993,0.287043,0.287043
250,0,0.988,-0.012,0.285608,0.285608
251,0,0.986,-0.014,0.28418,0.28418
252,0,0.99,-0.01,0.282759,0.282759
253,0,0.984,-0.016,0.281345,0.281345
254,1,-0.014,0.987,0.279938,0.279938
255,0,0.987,-0.013,0.278539,0.278539
256,0,0.987,-0.013,0.277146,0.277146
257,1,-0.017,0.984,0.27576,0.27576
258,1,-0.014,0.987,0.274382,0.274382
259,0,0.985,-0.015,0.27301,0.27301
260,0,0.984,-0.016,0.271645,0.271645
261,0,0.988,-0.012,0.270286,0.270286
262,0,0.987,-0.013,0.268935,0.268935
263,0,0.986,-0.014,0.26759,0.26759
264,1,-0.012,0.989,0.266252,0.266252
265,1,-0.015,0.986,0.264921,0.264921
266,1,-0.01,0.991,0.263596,0.263596
267,1,-0.013,0.988,0.262278,0.262278
268,1,-0.008,0.993,0.260967,0.260967
269,1,-0.011,0.99,0.259662,0.259662
270,0,0.985,-0.015,0.258364,0.258364
271,1,-0.011,0.99,0.257072,0.257072
272,1,-0.014,0.987,0.255787,0.255787
273,0,0.986,-0.014,0.254508,0.254508
274,1,-0.016,0.985,0.253235,0.253235
275,0,0.991,-0.009,0.251969,0.251969
276,1,-0.011,0.99,0.250709,0.250709
277,0,0.985,-0.015,0.249456,0.249456
278,0,0.988,-0.012,0.248208,0.248208
279,0,0.992,-0.008,0.246967,0.246967
280,1,-0.015,0.986,0.245733,0.245733
281,0,0.987,-0.013,0.244504,0.244504
282,1,-0.014,0.987,0.243281,0.243281
283,1,-0.013,0.988,0.242065,0.242065
284,0,0.987,-0.013,0.240855,0.240855
285,1,-0.016,0.985,0.23965,0.23965
286,0,0.986,-0.014,0.238452,0.238452
287,1,-0.014,0.987,0.23726,0.23726
288,0,0.989,-0.011,0.236074,0.236074
289,0,0.985,-0.015,0.234893,0.234893
290,1,-0.015,0.986,0.233719,0.233719
291,1,-0.01,0.991,0.23255,0.23255
292,1,-0.014,0.987,0.231387,0.231387
293,1,-0.017,0.984,0.23023,0.23023
294,0,0.985,-0.015,0.229079,0.229079
295,0,0.988,-0.012,0.227934,0.227934
296,1,-0.015,0.986,0.226794,0.226794
297,0,0.987,-0.013,0.22566,0.22566
298,0,0.986,-0.014,0.224532,0.224532
299,0,0.99,-0.01,0.223409,0.223409
300,1,-0.014,0.987,0.222292,0.222292
301,1,-0.015,0.986,0.221181,0.221181
302,0,0.988,-0.012,0.220075,0.220075
303,1,-0.014,0.987,0.218974,0.218974
304,1,-0.003,0.998,0.21788,0.21788
305,1,-0.012,0.989,0.21679,0.21679
306,0,0.984,-0.016,0.215706,0.215706
307,0,0.985,-0.015,0.214628,0.214628
308,0,0.988,-0.012,0.213555,0.213555
309,1,-0.015,0.986,0.212487,0.212487
310,1,-0.012,0.989,0.211424,0.211424
311,0,0.99,-0.01,0.210367,0.210367
312,0,0.985,-0.015,0.209315,0.209315
313,1,-0.015,0.986,0.208269,0.208269
314,0,0.985,-0.015,0.207227,0.207227
315,1,-0.016,0.985,0.206191,0.206191
316,1,-0.012,0.989,0.20516,0.20516
317,1,-0.014,0.987,0.204135,0.204135
318,0,0.986,-0.014,0.203114,0.203114
319,0,0.985,-0.015,0.202098,0.202098
320,1,-0.016,0.985,0.201088,0.201088
321,1,-0.014,0.987,0.200082,0.200082
322,1,-0.015,0.986,0.199082,0.199082
323,1,-0.014,0.987,0.198087,0.198087
324,1,-0.014,0.987,0.197096,0.197096
325,0,0.986,-0.014,0.196111,0.196111
326,1,-0.017,0.984,0.19513,0.19513
327,0,0.988,-0.012,0.194154,0.194154
328,1,-0.016,0.985,0.193184,0.193184
329,1,-0.016,0.985,0.192218,0.192218
330,0,0.984,-0.016,0.191257,0.191257
331,0,0.99,-0.01,0.1903,0.1903
332,0,0.986,-0.014,0.189349,0.189349
333,0,0.985,-0.015,0.188402,0.188402
334,1,-0.014,0.987,0.18746,0.18746
335,1,-0.015,0.986,0.186523,0.186523
336,0,0.986,-0.014,0.18559,0.18559
337,1,-0.015,0.986,0.184662,0.184662
338,1,-0.015,0.986,0.183739,0.183739
339,0,0.988,-0.012,0.18282,0.18282
340,1,-0.017,0.984,0.181906,0.181906
341,1,-0.017,0.984,0.180997,0.180997
342,1,-0.014,0.987,0.180092,0.180092
343,1,-0.014,0.987,0.179191,0.179191
344,0,0.987,-0.013,0.178295,0.178295
345,0,0.987,-0.013,0.177404,0.177404
346,1,-0.006,0.995,0.176517,0.176517
347,0,0.985,-0.015,0.175634,0.175634
348,0,0.986,-0.014,0.174756,0.174756
349,1,-0.01,0.991,0.173882,0.173882
350,0,0.984,-0.016,0.173013,0.173013
351,1,-0.016,0.985,0.172148,0.172148
352,0,0.985,-0.015,0.171287,0.171287
353,1,-0.014,0.987,0.170431,0.170431
354,1,-0.016,0.985,0.169578,0.169578
355,1,-0.014,0.987,0.168731,0.168731
356,1,-0.011,0.99,0.167887,0.167887
357,1,-0.014,0.987,0.167047,0.167047
358,1,-0.013,0.988,0.166212,0.166212
359,0,0.988,-0.012,0.165381,0.165381
360,0,0.984,-0.016,0.164554,0.164554
361,0,0.991,-0.009,0.163731,0.163731
362,1,-0.013,0.988,0.162913,0.162913
363,1,-0.016,0.985,0.162098,0.162098
364,0,0.987,-0.013,0.161288,0.161288
365,0,0.997,-0.003,0.160481,0.160481
366,0,0.985,-0.015,0.159679,0.159679
367,0,0.985,-0.015,0.158881,0.158881
368,1,-0.015,0.986,0.158086,0.158086
369,1,-0.015,0.986,0.157296,0.157296
370,1,-0.015,0.986,0.156509,0.156509
371,1,-0.01,0.991,0.155727,0.155727
372,1,-0.013,0.988,0.154948,0.154948
373,1,-0.011,0.99,0.154173,0.154173
374,0,0.986,-0.014,0.153402,0.153402
375,1,-0.009,0.992,0.152635,0.152635
376,0,0.984,-0.016,0.151872,0.151872
377,0,0.992,-0.008,0.151113,0.151113
378,0,0.987,-0.013,0.150357,0.150357
379,1,-0.016,0.985,0.149606,0.149606
380,0,0.989,-0.011,0.148857,0.148857
381,1,-0.016,0.985,0.148113,0.148113
382,0,0.985,-0.015,0.147373,0.147373
383,0,0.987,-0.013,0.146636,0.146636
384,1,-0.015,0.986,0.145903,0.145903
385,1,-0.01,0.991,0.145173,0.145173
386,0,0.988,-0.012,0.144447,0.144447
387,0,0.984,-0.016,0.143725,0.143725
388,1,-0.01,0.991,0.143006,0.143006
389,0,0.984,-0.016,0.142291,0.142291
390,1,-0.014,0.987,0.14158,0.14158
391,0,0.995,-0.005,0.140872,0.140872
392,0,0.985,-0.015,0.140168,0.140168
393,1,-0.015,0.986,0.139467,0.139467
394,1,-0.015,0.986,0.138769,0.138769
395,1,-0.013,0.988,0.138076,0.138076
396,1,-0.014,0.987,0.137385,0.137385
397,1,-0.013,0.988,0.136698,0.136698
398,1,-0.012,0.989,0.136015,0.136015
399,1,-0.011,0.99,0.135335,0.135335
400,0,0.997,-0.003,0.134658,0.134658
401,1,-0.016,0.985,0.133985,0.133985
402,0,0.988,-0.012,0.133315,0.133315
403,1,-0.012,0.989,0.132648,0.132648
404,0,0.99,-0.01,0.131985,0.131985
405,1,-0.015,0.986,0.131325,0.131325
406,0,0.984,-0.016,0.130668,0.130668
407,0,0.985,-0.015,0.130015,0.130015
408,1,-0.014,0.987,0.129365,0.129365
409,1,-0.006,0.995,0.128718,0.128718
410,1,-0.011,0.99,0.128075,0.128075
411,1,-0.011,0.99,0.127434,0.127434
412,1,-0.014,0.987,0.126797,0.126797
413,1,-0.013,0.988,0.126163,0.126163
414,1,-0.009,0.992,0.125532,0.125532
415,0,0.988,-0.012,0.124905,0.124905
416,1,-0.014,0.987,0.12428,0.12428
417,1,-0.016,0.985,0.123659,0.123659
418,0,0.988,-0.012,0.12304,0.12304
419,1,-0.017,0.984,0.122425,0.122425
420,0,0.995,-0.005,0.121813,0.121813
421,1,-0.011,0.99,0.121204,0.121204
422,0,0.986,-0.014,0.120598,0.120598
423,0,0.984,-0.016,0.119995,0.119995
424,1,-0.012,0.989,0.119395,0.119395
425,1,-0.011,0.99,0.118798,0.118798
426,0,0.984,-0.016,0.118204,0.118204
427,1,-0.014,0.987,0.117613,0.117613
428,1,-0.01,0.991,0.117025,0.117025
429,1,-0.016,0.985,0.11644,0.11644
430,0,0.984,-0.016,0.115858,0.115858
431,0,0.99,-0.01,0.115278,0.115278
432,1,-0.014,0.987,0.114702,0.114702
433,0,0.986,-0.014,0.114128,0.114128
434,1,-0.007,0.994,0.113558,0.113558
435,1,-0.013,0.988,0.11299,0.11299
436,1,-0.014,0.987,0.112425,0.112425
437,0,0.987,-0.013,0.111863,0.111863
438,1,-0.015,0.986,0.111304,0.111304
439,0,0.985,-0.015,0.110747,0.110747
440,0,0.985,-0.015,0.110193,0.110193
441,0,0.987,-0.013,0.109642,0.109642
442,0,0.992,-0.008,0.109094,0.109094
443,1,-0.016,0.985,0.108549,0.108549
444,1,-0.009,0.992,0.108006,0.108006
445,0,0.984,-0.016,0.107466,0.107466
446,1,-0.016,0.985,0.106929,0.106929
447,1,-0.011,0.99,0.106394,0.106394
448,0,0.986,-0.014,0.105862,0.105862
449,1,-0.013,0.988,0.105333,0.105333
450,1,-0.014,0.987,0.104806,0.104806
451,1,-0.014,0.987,0.104282,0.104282
452,0,0.984,-0.016,0.103761,0.103761
453,1,-0.017,0.984,0.103242,0.103242
454,1,-0.014,0.987,0.102726,0.102726
455,1,-0.015,0.986,0.102212,0.102212
456,0,0.986,-0.014,0.101701,0.101701
457,1,-0.014,0.987,0.101192,0.101192
458,0,0.985,-0.015,0.100686,0.100686
459,1,-0.016,0.985,0.100183,0.100183
460,1,-0.016,0.985,0.099682,0.099682
461,1,-0.015,0.986,0.099184,0.099184
462,0,0.984,-0.016,0.098688,0.098688
463,0,0.985,-0.015,0.098194,0.098194
464,0,0.99,-0.01,0.097703,0.097703
465,1,-0.011,0.99,0.097215,0.097215
466,0,0.993,-0.007,0.096729,0.096729
467,0,0.987,-0.013,0.096245,0.096245
468,0,0.985,-0.015,0.095764,0.095764
469,0,0.986,-0.014,0.095285,0.095285
470,0,0.987,-0.013,0.094809,0.094809
471,1,-0.015,0.986,0.094335,0.094335
472,1,-0.016,0.985,0.093863,0.093863
473,0,0.986,-0.014,0.093394,0.093394
474,1,-0.013,0.988,0.092927,0.092927
475,0,0.984,-0.016,0.092462,0.092462
476,0,0.989,-0.011,0.092,0.092
477,0,0.984,-0.016,0.09154,0.09154
478,1,-0.015,0.986,0.091082,0.091082
479,0,0.991,-0.009,0.090627,0.090627
480,1,-0.016,0.985,0.090173,0.090173
481,1,-0.016,0.985,0.089723,0.089723
482,1,-0.014,0.987,0.089274,0.089274
483,0,0.996,-0.004,0.088828,0.088828
484,1,-0.015,0.986,0.088383,0.088383
485,0,0.985,-0.015,0.087942,0.087942
486,0,0.988,-0.012,0.087502,0.087502
487,0,0.984,-0.016,0.087064,0.087064
488,1,-0.017,0.984,0.086629,0.086629
489,1,-0.017,0.984,0.086196,0.086196
490,1,-0.016,0.985,0.085765,0.085765
491,0,0.984,-0.016,0.085336,0.085336
492,0,0.984,-0.016,0.084909,0.084909
493,1,-0.013,0.988,0.084485,0.084485
494,1,-0.014,0.987,0.084062,0.084062
495,1,-0.014,0.987,0.083642,0.083642
496,1,-0.016,0.985,0.083224,0.083224
497,0,0.988,-0.012,0.082808,0.082808
498,0,0.985,-0.015,0.082394,0.082394
499,0,0.992,-0.008,0.081982,0.081982
500,0,0.987,-0.013,0.081572,0.081572
501,1,-0.017,0.984,0.081164,0.081164
502,0,0.987,-0.013,0.080758,0.080758
503,0,0.986,-0.014,0.080354,0.080354
504,1,-0.012,0.989,0.079953,0.079953
505,1,-0.014,0.987,0.079553,0.079553
506,0,0.985,-0.015,0.079155,0.079155
507,1,-0.014,0.987,0.078759,0.078759
508,0,0.994,-0.006,0.078366,0.078366
509,0,0.985,-0.015,0.077974,0.077974
510,0,0.985,-0.015,0.077584,0.077584
511,1,-0.011,0.99,0.077196,0.077196
512,1,-0.017,0.984,0.07681,0.07681
513,0,0.984,-0.016,0.076426,0.076426
514,1,-0.014,0.987,0.076044,0.076044
515,0,0.987,-0.013,0.075664,0.075664
516,1,-0.008,0.993,0.075285,0.075285
517,1,-0.011,0.99,0.074909,0.074909
518,0,0.984,-0.016,0.074534,0.074534
519,0,0.991,-0.009,0.074162,0.074162
520,0,0.985,-0.015,0.073791,0.073791
521,1,-0.015,0.986,0.073422,0.073422
522,1,-0.015,0.986,0.073055,0.073055
523,0,0.989,-0.011,0.072689,0.072689
524,1,-0.006,0.995,0.072326,0.072326
525,1,-0.012,0.989,0.071964,0.071964
526,1,-0.016,0.985,0.071605,0.071605
527,0,0.987,-0.013,0.071247,0.071247
528,0,0.989,-0.011,0.07089,0.07089
529,1,-0.01,0.991,0.070536,0.070536
530,1,-0.013,0.988,0.070183,0.070183
531,1,-0.012,0.989,0.069832,0.069832
532,0,0.984,-0.016,0.069483,0.069483
533,1,-0.016,0.985,0.069136,0.069136
534,0,0.984,-0.016,0.06879,0.06879
535,0,0.986,-0.014,0.068446,0.068446
536,1,-0.016,0.985,0.068104,0.068104
537,0,0.985,-0.015,0.067763,0.067763
538,1,-0.011,0.99,0.067424,0.067424
539,0,0.988,-0.012,0.067087,0.067087
540,1,-0.017,0.984,0.066752,0.066752
541,0,0.984,-0.016,0.066418,0.066418
542,1,-0.016,0.985,0.066086,0.066086
543,1,-0.016,0.985,0.065756,0.065756
544,0,0.985,-0.015,0.065427,0.065427
545,1,-0.015,0.986,0.0651,0.0651
546,1,-0.016,0.985,0.064774,0.064774
547,1,-0.016,0.985,0.06445,0.06445
548,0,0.986,-0.014,0.064128,0.064128
549,0,0.984,-0.016,0.063807,0.063807
550,0,0.986,-0.014,0.063488,0.063488
551,1,-0.016,0.985,0.063171,0.063171
552,1,-0.012,0.989,0.062855,0.062855
553,0,0.984,-0.016,0.062541,0.062541
554,1,-0.015,0.986,0.062228,0.062228
555,0,0.984,-0.016,0.061917,0.061917
556,1,-0.014,0.987,0.061607,0.061607
557,1,-0.017,0.984,0.061299,0.061299
558,0,0.988,-0.012,0.060993,0.060993
559,0,0.985,-0.015,0.060688,0.060688
560,1,-0.011,0.99,0.060384,0.060384
561,1,-0.015,0.986,0.060083,0.060083
562,0,0.995,-0.005,0.059782,0.059782
563,1,-0.016,0.985,0.059483,0.059483
564,1,-0.014,0.987,0.059186,0.059186
565,1,-0.014,0.987,0.05889,0.05889
566,1,-0.016,0.985,0.058595,0.058595
567,1,-0.017,0.984,0.058302,0.058302
568,0,0.984,-0.016,0.058011,0.058011
569,1,-0.013,0.988,0.057721,0.057721
570,0,0.984,-0.016,0.057432,0.057432
571,1,-0.016,0.985,0.057145,0.057145
572,1,-0.014,0.987,0.056859,0.056859
573,0,0.986,-0.014,0.056575,0.056575
574,1,-0.01,0.991,0.056292,0.056292
575,0,0.985,-0.015,0.056011,0.056011
576,0,0.984,-0.016,0.055731,0.055731
577,0,0.988,-0.012,0.055452,0.055452
578,1,-0.014,0.987,0.055175,0.055175
579,1,-0.015,0.986,0.054899,0.054899
580,0,0.984,-0.016,0.054624,0.054624
581,0,0.985,-0.015,0.054351,0.054351
582,0,0.987,-0.013,0.05408,0.05408
583,0,0.984,-0.016,0.053809,0.053809
584,1,-0.009,0.992,0.05354,0.05354
585,0,0.984,-0.016,0.053272,0.053272
586,0,0.992,-0.008,0.053006,0.053006
587,0,0.984,-0.016,0.052741,0.052741
588,0,0.986,-0.014,0.052477,0.052477
589,0,0.992,-0.008,0.052215,0.052215
590,0,0.986,-0.014,0.051954,0.051954
591,0,0.986,-0.014,0.051694,0.051694
592,0,0.99,-0.01,0.051436,0.051436
593,1,-0.015,0.986,0.051178,0.051178
594,1,-0.005,0.996,0.050923,0.050923
595,0,0.986,-0.014,0.050668,0.050668
596,0,0.985,-0.015,0.050415,0.050415
597,1,-0.016,0.985,0.050163,0.050163
598,1,-0.017,0.984,0.05,0.05
599,0,0.985,-0.015,0.05,0.05
600,0,0.984,-0.016,0.05,0.05
601,0,0.99,-0.01,0.05,0.05
602,0,0.984,-0.016,0.05,0.05
603,1,-0.016,0.985,0.05,0.05
604,0,0.984,-0.016,0.05,0.05
605,0,0.984,-0.016,0.05,0.05
606,0,0.986,-0.014,0.05,0.05
607,0,0.986,-0.014,0.05,0.05
